id,similitud_debris,similitud_derailment,similitud_wreckage,similitud_outbreak,similitud_typhoon,similitud_bombing,similitud_con_I,cercania_bombing,cercania_debris,cercania_derailment,cercania_wreckage,cercania_outbreak
18,0.7497020810842514,0.7498809297879537,0.7494695534308752,0.7490051587422689,0.7498845507701238,0.749491885304451,0.7498830308516821,False,False,False,False,False
19,0.6664023498694102,0.6665806174278259,0.6661899785200754,0.6658217906951904,0.6665822267532349,0.6662429571151733,0.6665849884351095,False,False,False,False,False
20,0.7775156166818407,0.7776995566156175,0.777267595132192,0.7767627702818977,0.7776981459723579,0.777294569545322,0.7776979539129469,False,False,False,False,False
23,0.9996777772903442,0.9999353289604187,0.99936842918396,0.9987952709197998,0.999934047460556,0.9994122385978699,0.9999447762966156,False,False,False,False,False
24,0.4998359680175781,0.4999696612358093,0.49967947602272034,0.49935564398765564,0.49997061491012573,0.4997037947177887,0.4999760389328003,False,False,False,False,False
25,0.9996275901794434,0.9998715817928314,0.9993159770965576,0.9986527860164642,0.999872088432312,0.9993642568588257,0.9998754262924194,False,False,False,False,False
26,0.9996481835842133,0.9999274909496307,0.9993272125720978,0.998691737651825,0.9999270141124725,0.999424159526825,0.9999338388442993,False,False,False,False,False
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
32,0.999657154083252,0.9998817642529806,0.9993375142415365,0.9987276792526245,0.9998817841211954,0.9993341565132141,0.9998843471209208,False,False,False,False,False
33,0.4998359680175781,0.4999696612358093,0.49967947602272034,0.49935564398765564,0.49997061491012573,0.4997037947177887,0.4999760389328003,False,False,False,False,False
34,0.9994206130504608,0.999699741601944,0.9991237223148346,0.9984431862831116,0.9997169673442841,0.999207079410553,0.9997059106826782,False,False,False,False,False
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
37,0.7497337907552719,0.7499376386404037,0.7494979500770569,0.749025359749794,0.749933123588562,0.7495596259832382,0.7499408572912216,False,False,False,False,False
38,0.9996408820152283,0.9999058445294698,0.9993361035982767,0.9987233877182007,0.9999026854832967,0.9994038343429565,0.9999046127001444,False,False,False,False,False
39,0.9980883002281189,0.9983419179916382,0.997709184885025,0.9970128238201141,0.9983240365982056,0.9976450800895691,0.9983388781547546,False,False,False,False,False
40,0.4998261332511902,0.49991512298583984,0.49966365098953247,0.4993504285812378,0.4999198615550995,0.49962690472602844,0.49991557002067566,False,False,False,False,False
41,0.4997703433036804,0.4999449849128723,0.4996073544025421,0.49926766753196716,0.49994421005249023,0.4996686577796936,0.4999597668647766,False,False,False,False,False
44,0.9996882081031799,0.9999399185180664,0.9993703365325928,0.9987425804138184,0.9999373555183411,0.99944007396698,0.9999430775642395,False,False,False,False,False
48,0.9993276000022888,0.9995524883270264,0.9990124702453613,0.9984409511089325,0.9995471984148026,0.9990514069795609,0.9995463341474533,False,False,False,False,False
49,0.9996732558522906,0.9999089666775295,0.9993673477854047,0.9987392425537109,0.9999125174113682,0.9993927649089268,0.999911904335022,False,False,False,False,False
50,0.7497237250208855,0.7499027922749519,0.7494863048195839,0.7490118220448494,0.7499056309461594,0.7495012506842613,0.749902680516243,False,False,False,False,False
52,0.9995936900377274,0.9998515397310257,0.9992940127849579,0.9986438602209091,0.9998558461666107,0.9993437677621841,0.9998522102832794,False,False,False,False,False
53,0.9996016919612885,0.9998473599553108,0.9992897436022758,0.9986670538783073,0.9998427107930183,0.9993370920419693,0.9998446628451347,False,False,False,False,False
54,0.6919839198772724,0.6921621790299048,0.6917706086085393,0.6913060545921326,0.6921611061462989,0.6917927998762864,0.6921645815555866,False,False,False,False,False
55,0.7140308022499084,0.7141950641359601,0.7138058713504246,0.7133525695119586,0.7141990491322109,0.7138007538659232,0.7141990917069572,False,False,False,False,False
56,0.721943113538954,0.7221148908138275,0.721719397438897,0.7212666538026598,0.7221178975370195,0.7217401928371854,0.7221137086550394,False,False,True,False,False
57,0.9996334513028463,0.9998803536097208,0.9993184606234232,0.9986550410588583,0.9998834133148193,0.9993802507718405,0.9998816649119059,False,False,False,False,False
59,0.9996795058250427,0.9999062021573385,0.9993769526481628,0.9987423618634542,0.9999069968859354,0.9993623495101929,0.9999068379402161,False,False,False,False,False
61,0.7997378826141357,0.799944531917572,0.7994828581809997,0.7989707231521607,0.7999430775642395,0.799567449092865,0.7999447703361511,False,False,False,False,False
62,0.6872503682971001,0.6874283999204636,0.6870336830615997,0.6865981034934521,0.6874322481453419,0.687082089483738,0.6874326094985008,False,False,False,False,False
63,0.4998260885477066,0.49993933737277985,0.4996603727340698,0.4993390738964081,0.4999413341283798,0.4996683895587921,0.4999406784772873,False,False,False,False,False
64,0.8567923051970345,0.8569961105074201,0.8565230539866856,0.8559992739132473,0.8570001551083156,0.8565445627485003,0.8570002572877067,False,False,False,False,False
65,0.8995201170444489,0.8997547924518585,0.8992400527000427,0.898679131269455,0.8997576892375946,0.899284827709198,0.8997574388980866,False,False,True,False,False
66,0.9995653703808784,0.9998258426785469,0.9992436543107033,0.9986700639128685,0.9998278766870499,0.9992600604891777,0.9998204559087753,False,False,False,False,False
67,0.8568202257156372,0.8570440581866673,0.8565516557012286,0.855986842087337,0.8570427639143807,0.8566017321177891,0.8570442029408046,False,False,False,False,False
68,0.9996795058250427,0.9999062021573385,0.9993769526481628,0.9987423618634542,0.9999069968859354,0.9993623495101929,0.9999068379402161,False,False,False,False,False
71,0.9407988085466272,0.9410620682379779,0.9405007993473726,0.9398914575576782,0.941061514265397,0.9406112222110524,0.9410676465314978,False,False,False,False,False
73,0.7497570067644119,0.7499391511082649,0.7495227307081223,0.749050498008728,0.749939538538456,0.7495337277650833,0.7499404549598694,False,False,False,False,False
74,0.888167142868042,0.8884053958786858,0.887888232866923,0.8872962395350138,0.8883911768595377,0.8879807856347826,0.888391825887892,False,False,False,False,False
76,0.7139952267919268,0.7141554781368801,0.7137743532657623,0.713323461157935,0.7141606552260262,0.7137872874736786,0.7141552482332502,False,False,False,False,False
77,0.777487748199039,0.777684728304545,0.7772448129124112,0.7767487433221605,0.7776826156510247,0.7772857877943251,0.7776845229996575,False,False,False,False,False
78,0.4998243749141693,0.4999408374230067,0.4996658613284429,0.49934248626232147,0.4999434898296992,0.4996739774942398,0.499944473306338,False,False,False,False,False
79,0.4998280235699245,0.4999482205935887,0.4996709184987204,0.4993646570614406,0.49995056646210806,0.49968482341085163,0.49994981714657377,False,False,False,False,False
80,0.5829797685146332,0.583120400706927,0.582790936032931,0.5824244717756907,0.5831189304590225,0.5828154037396113,0.5831254770358404,False,False,False,False,False
81,0.7688345634020292,0.7690375309724075,0.7686038659169123,0.7681237229934106,0.7690404928647555,0.7686131459016067,0.7690411393459027,False,False,False,False,False
82,0.7851613504546029,0.7853674760886601,0.7849050973142896,0.7844388442380088,0.7853641339710781,0.7849668094090053,0.7853684680802482,False,False,False,False,False
83,0.9995653703808784,0.9998258426785469,0.9992436543107033,0.9986700639128685,0.9998278766870499,0.9992600604891777,0.9998204559087753,False,False,False,False,False
85,0.49976157148679096,0.4998987466096878,0.4996071457862854,0.49928900599479675,0.49989817043145496,0.49964795013268787,0.4999016771713893,False,False,False,False,False
86,0.6360828930681403,0.6362359415401112,0.635890088298104,0.6354869983413003,0.6362385424700651,0.6358936158093539,0.6362410187721252,False,False,False,False,False
89,0.5623073056340218,0.562431164085865,0.562130119651556,0.5617717765271664,0.5624330453574657,0.5621208846569061,0.5624332241714001,False,False,False,False,False
91,0.7269409082152627,0.7271246205676686,0.7267115441235629,0.7262823527509515,0.727123802358454,0.7267143347046592,0.7271205078471791,False,False,False,False,False
92,0.5553381774160597,0.5554718838797675,0.555158774058024,0.5548041529125638,0.5554717381795248,0.5551605886883206,0.5554735859235128,False,False,False,False,False
93,0.9994241694609324,0.9996665914853414,0.9991080860296885,0.998526910940806,0.9996607800324758,0.9991366962591807,0.9996635417143503,False,False,False,False,False
95,0.8747034296393394,0.8749456852674484,0.8744324892759323,0.8738776594400406,0.8749461621046066,0.8744834959506989,0.8749542981386185,False,False,False,False,False
96,0.7853129804134369,0.7855245045253209,0.7850676562104907,0.7845603440489087,0.7855231463909149,0.7851261794567108,0.7855273485183716,False,False,False,False,False
97,0.5996071517467498,0.5997489809989929,0.5994263529777527,0.5990604221820831,0.5997520625591278,0.5994230389595032,0.599750429391861,False,False,False,False,False
98,0.6151594886412988,0.6153102196179904,0.6149642696747413,0.6145658722290626,0.6153117189040551,0.6149905003034152,0.6153117464138911,False,False,False,False,False
100,0.9996522665023804,0.9998302459716797,0.9993273019790649,0.9987008571624756,0.999839723110199,0.9992538094520569,0.9998311400413513,False,False,False,False,False
102,0.666418366962009,0.6665705773565505,0.6662161284022861,0.6658001674546136,0.6665709349844191,0.6662071943283081,0.6665707363022698,False,False,False,False,False
104,0.7330071767171223,0.7331865946451823,0.7327750086784363,0.7323166052500407,0.733182966709137,0.732800034681956,0.733184031645457,False,False,True,False,False
105,0.49985435605049133,0.49997149407863617,0.4996962249279022,0.4993576407432556,0.49997082352638245,0.49970054626464844,0.4999697506427765,False,False,False,False,False
107,0.5997427105903625,0.5998514970143636,0.5995720346768697,0.5991944988568624,0.5998531778653463,0.5995336492856344,0.5998455047607422,False,True,False,True,False
109,0.8746975660324097,0.8749013543128967,0.8744200989603996,0.8738517761230469,0.874903716146946,0.8744499012827873,0.8748990744352341,False,False,False,False,False
110,0.8328908781210581,0.8331118722756704,0.8326272865136465,0.8320914010206858,0.8331139286359152,0.8326694468657175,0.8331083059310913,False,False,False,False,False
112,0.44424205356174046,0.4443437390857273,0.44411113527086044,0.4438108801841736,0.44434689150916207,0.44411394331190324,0.4443412555588616,False,False,False,False,False
113,0.5996306339899699,0.5997202078501384,0.5994781812032064,0.5992644945780436,0.5997232993443807,0.5993844588597615,0.5997082074483235,False,True,False,True,True
114,0.4284173846244812,0.42851102352142334,0.428283086844853,0.4280062658446176,0.4285110831260681,0.4282821161406381,0.4285098910331726,False,False,False,False,False
117,0.6663535753885905,0.6665236194928487,0.6661403616269429,0.6657300154368083,0.6665255983670553,0.6661687811215719,0.6665277600288391,False,False,False,False,False
118,0.9996345142523447,0.9998987515767416,0.9993194291989008,0.9986525376637777,0.9998983840147654,0.9993792275587717,0.999905193845431,False,False,False,False,False
119,0.855678745678493,0.8559099350656781,0.8554262604032244,0.8548655254500253,0.8558905124664307,0.8553848011153085,0.8558982525553022,False,False,False,False,False
120,0.19993045330047607,0.19996604919433594,0.199865460395813,0.19974017143249512,0.1999679446220398,0.19985076189041137,0.19996622800827027,False,False,False,False,False
121,0.5553353958659701,0.555459565586514,0.555159780714247,0.5547971261872185,0.5554613007439507,0.5551608403523763,0.5554604861471388,False,False,False,False,False
126,0.6918867780612066,0.6920489577146677,0.6916762131911057,0.6912405582574698,0.6920447120299706,0.6916762177760785,0.692041800572322,False,False,False,False,False
128,0.37486838549375534,0.3749582841992378,0.3747546300292015,0.37451084703207016,0.3749562129378319,0.37475961446762085,0.37495724856853485,False,False,False,False,False
129,0.5879635039497825,0.5881175468949711,0.5877786559217116,0.5874064214089337,0.5881163162343642,0.5878271004732918,0.5881161269019631,False,False,True,False,False
130,0.7891312304295992,0.7893247353403192,0.7888891571446469,0.7883763125068263,0.7893273704930356,0.7889048206178766,0.7893280261441281,False,False,False,False,False
131,0.6664397021134695,0.666602224111557,0.666237602631251,0.6658058563868204,0.6665988167126974,0.6662519772847494,0.6666007141272227,False,False,False,False,False
132,0.9996809562047323,0.9998675187428793,0.9993579188982645,0.9987132946650187,0.9998738169670105,0.9993024269739786,0.9998665253321329,False,False,False,False,False
133,0.4284430316516331,0.4285452961921692,0.42831132241657804,0.4280381883893694,0.4285437890461513,0.4283212849072048,0.4285432866641453,False,False,False,False,False
134,0.5998253643512725,0.5999230146408081,0.5996637642383575,0.5992776215076446,0.5999259889125824,0.5995864689350128,0.5999191701412201,False,True,False,True,False
135,0.28562722887311665,0.2856817586081369,0.2855352078165327,0.28534843240465435,0.2856831039701189,0.285521924495697,0.28568120513643536,False,False,False,False,False
136,0.7495889365673065,0.7497334033250809,0.7493612319231033,0.7488313466310501,0.7497228682041168,0.74928779900074,0.7497269958257675,False,False,False,False,False
137,0.6996421396732331,0.6998167514801026,0.6994228839874268,0.6989768832921982,0.6998190224170685,0.6994755893945694,0.6998184353113175,False,False,False,False,False
138,0.7688223077700689,0.7690278108303363,0.7685992671893194,0.7681033382048974,0.769025614628425,0.768616414987124,0.7690304059248704,False,False,False,False,False
139,0.8328977475563685,0.8331160098314285,0.8326322734355927,0.8321168025334676,0.833113873998324,0.8327102412780126,0.833112100760142,False,False,True,False,False
141,0.499869167804718,0.49997103214263916,0.4997095763683319,0.4993690848350525,0.4999710023403168,0.49969983100891113,0.49996864795684814,False,False,False,False,False
143,0.9227730677678034,0.9230029582977295,0.9224832974947416,0.9218884660647466,0.923004883986253,0.9225137600531945,0.9230077312542841,False,False,False,False,False
144,0.6997796058654785,0.6999443948268891,0.6995569467544556,0.6991101145744324,0.6999458014965058,0.6995960354804993,0.699942821264267,False,False,False,False,False
145,0.8328408499558767,0.8330456614494324,0.8325763394435247,0.8320364902416865,0.8330430289109548,0.8326191008090973,0.8330449312925339,False,False,False,False,False
146,0.5997328639030457,0.599878466129303,0.5995452523231506,0.5991502523422241,0.5998848080635071,0.5996041297912598,0.5998890399932861,False,False,False,False,False
149,0.6997306525707245,0.6999046385288239,0.6995089530944825,0.6990630984306335,0.6999044299125672,0.6995266616344452,0.6999093592166901,False,False,False,False,False
151,0.9995665947596232,0.999796599149704,0.9992556869983673,0.998638242483139,0.999805212020874,0.999255528052648,0.9997924466927847,False,False,False,False,False
153,0.7496047914028168,0.7497914880514145,0.7493797764182091,0.7489063069224358,0.7497942447662354,0.7494001463055611,0.7497986182570457,False,False,False,False,False
156,0.9995665947596232,0.999796599149704,0.9992556869983673,0.998638242483139,0.999805212020874,0.999255528052648,0.9997924466927847,False,False,False,False,False
157,0.6662950019041697,0.6664556364218394,0.6660946110884348,0.665652314821879,0.6664566497008005,0.6661068896452585,0.6664594014485677,False,False,False,False,False
158,0.8178096521984447,0.8180301948027178,0.8175466169010509,0.8170081106099215,0.8180306878956881,0.8176195946606722,0.8180388103831898,False,False,False,False,False
159,0.4282225114958627,0.4283322777066912,0.42811221735818045,0.4278056536402021,0.4283436877386911,0.428124019077846,0.4283387235232762,False,False,False,False,False
160,0.5711999194962638,0.5713509321212769,0.571029279913221,0.5706854803221566,0.5713529416493007,0.5710566299302238,0.5713519539151873,False,False,False,False,False
161,0.8568283660071236,0.8570494396345956,0.8565574714115688,0.856016252722059,0.8570525986807687,0.8566393767084394,0.8570541909762791,False,False,False,False,False
162,0.6360737518830732,0.6362430507486517,0.6358797658573497,0.6354968222704801,0.6362454024228182,0.6359252062710848,0.6362470876086842,False,False,False,False,False
163,0.9996544718742371,0.9998732805252075,0.9993463754653931,0.9987174272537231,0.9998787939548492,0.9993228614330292,0.9998770356178284,False,False,False,False,False
164,0.9995665947596232,0.999796599149704,0.9992556869983673,0.998638242483139,0.999805212020874,0.999255528052648,0.9997924466927847,False,False,False,False,False
165,0.9995665947596232,0.999796599149704,0.9992556869983673,0.998638242483139,0.999805212020874,0.999255528052648,0.9997924466927847,False,False,False,False,False
168,0.9995665947596232,0.999796599149704,0.9992556869983673,0.998638242483139,0.999805212020874,0.999255528052648,0.9997924466927847,False,False,False,False,False
170,0.9996352434158325,0.9998895764350891,0.9993303418159485,0.9986984372138977,0.9998917579650879,0.9993454813957214,0.9998972773551941,False,False,False,False,False
171,0.9995665947596232,0.999796599149704,0.9992556869983673,0.998638242483139,0.999805212020874,0.999255528052648,0.9997924466927847,False,False,False,False,False
172,0.9995665947596232,0.999796599149704,0.9992556869983673,0.998638242483139,0.999805212020874,0.999255528052648,0.9997924466927847,False,False,False,False,False
173,0.6872345730662346,0.687404852360487,0.687020018696785,0.6865619793534279,0.6874046735465527,0.6870363540947437,0.687406450510025,False,False,True,False,False
174,0.8178302212194963,0.8180177807807922,0.8175887682221152,0.8170658404176886,0.818023762919686,0.8175887682221152,0.8180226033384149,False,False,False,False,False
175,0.7689292476727412,0.769127932878641,0.7686878351064829,0.7681903151365427,0.7691311698693496,0.7687453535886911,0.7691354843286368,False,False,False,False,False
176,0.49981094896793365,0.49991995841264725,0.4996499568223953,0.4993453100323677,0.49992333352565765,0.49963416159152985,0.49992088228464127,False,False,False,False,False
178,0.908659815788269,0.9088738343932412,0.9083836403760043,0.9078089974143289,0.9088807864622637,0.9084674607623707,0.9088783860206604,True,False,False,False,False
180,0.7996330976486206,0.7998274385929107,0.799389511346817,0.7988704919815064,0.7998291015625,0.7994029998779297,0.7998238146305084,False,False,False,False,False
182,0.908611611886458,0.9088365923274647,0.9083259972659025,0.9077503681182861,0.9088382558389143,0.9083850112828341,0.90883408351378,False,False,False,False,False
183,0.599727737903595,0.5998892247676849,0.5995378017425537,0.5991519570350647,0.5998872637748718,0.5995611310005188,0.5998944103717804,False,False,False,False,False
184,0.9995921169008527,0.9998456452574048,0.9992809891700745,0.9986571073532104,0.999851371560778,0.9993431610720498,0.9998495408466884,False,False,False,False,False
185,0.8330445984999338,0.8332683145999908,0.8327883183956146,0.8322636087735494,0.8332662681738535,0.8328485786914825,0.8332736293474833,False,False,False,False,False
187,0.4998359680175781,0.4999696612358093,0.49967947602272034,0.49935564398765564,0.49997061491012573,0.4997037947177887,0.4999760389328003,False,False,False,False,False
190,0.9996544718742371,0.9998732805252075,0.9993463754653931,0.9987174272537231,0.9998787939548492,0.9993228614330292,0.9998770356178284,False,False,False,False,False
191,0.9996515164772669,0.9999135732650757,0.9993463903665543,0.9986859361330668,0.9999140401681265,0.9994098494450251,0.9999191959698995,False,False,True,False,False
193,0.6996961236000061,0.6998812437057496,0.699484384059906,0.699037390947342,0.699878591299057,0.6995274722576141,0.6998834729194641,False,False,False,False,False
194,0.7270085161382501,0.7271956747228449,0.7267844026738947,0.7262933200055902,0.7271935560486533,0.7268120538104664,0.7272026647220958,False,False,False,False,False
195,0.49979290962219236,0.49993146061897276,0.49963905215263366,0.49933273196220396,0.4999324560165405,0.4996582269668579,0.499933260679245,False,False,False,False,False
196,0.9997660915056864,0.9998332738876343,0.9994855721791586,0.9987005869547526,0.9998393535614014,0.9992814977963765,0.999823534488678,False,True,False,True,False
197,0.5828848083813986,0.5829982062180837,0.5827090640862783,0.5823118984699249,0.5830003023147583,0.5826725463072459,0.582994187871615,False,True,False,False,False
198,0.5712005070277623,0.5713118314743042,0.5710292373384748,0.5706173607281276,0.571313202381134,0.5710143872669765,0.5713120784078326,False,True,False,False,False
199,0.9331308643023173,0.9331843932469686,0.9328697562217713,0.9321198383967082,0.9331899205843608,0.932666536172231,0.9331746737162272,False,True,False,True,False
201,0.8179230744188483,0.8181161176074635,0.817668540911241,0.8171298883178018,0.8181165185841647,0.8176745013757185,0.8181162801655856,False,True,False,False,False
203,0.7854372475828443,0.7856113527502332,0.7851923278399876,0.784689507314137,0.7856106587818691,0.7852012600217547,0.7856066354683467,False,True,False,False,False
204,0.9995158612728119,0.9997308850288391,0.9992040594418844,0.9985136687755585,0.9997300207614899,0.9991427063941956,0.999729335308075,False,True,False,False,False
205,0.9995280371771919,0.9997313618659973,0.999217258559333,0.9985653625594245,0.9997246199183993,0.9991884562704298,0.9997281365924411,False,True,False,False,False
208,0.7643589798141929,0.7645427549586576,0.764123681713553,0.763621491544387,0.7645464855081895,0.7641806041493135,0.7645422640968772,False,True,False,False,False
209,0.8884555631213717,0.8886391123135885,0.8881808916727701,0.8875986006524827,0.8886313173505995,0.8881602552202013,0.8886357876989577,False,True,False,False,False
210,0.9998073995113372,0.9998238325119019,0.9995401084423066,0.9987053453922272,0.9998312652111053,0.999262273311615,0.9998116135597229,False,True,False,True,False
211,0.999761634013232,0.9998347583939048,0.9994819585014793,0.9986884173224954,0.9998405260198256,0.9992855436661664,0.9998238752869999,False,True,False,True,False
212,0.6996190965175628,0.6997743308544159,0.699400669336319,0.6989190518856049,0.6997706949710846,0.6994178831577301,0.6997720420360565,False,False,False,False,False
213,0.7775206764539083,0.7776970929569669,0.7772817942831252,0.7767567568355136,0.7776944306161668,0.7772917681270175,0.7776938478151957,False,True,False,False,False
215,0.9996097617679172,0.9998434053526984,0.9992974996566772,0.9986384974585639,0.9998460412025452,0.9993464880519443,0.9998462729983859,False,True,False,False,False
216,0.9997745196024577,0.999845031897227,0.9994924505551656,0.9987020134925843,0.9998511830965678,0.9992944995562235,0.9998363296190897,False,True,False,True,False
218,0.5997917413711548,0.5998894989490509,0.5996119856834412,0.5991660535335541,0.5998926758766174,0.5995612263679504,0.5998899281024933,False,True,False,False,False
219,0.8885521623823378,0.8887479768859016,0.8882656229866875,0.8877128031518724,0.8887451224856906,0.8882546358638339,0.8887478841675652,False,False,False,False,False
220,0.9995125085115433,0.999719001352787,0.9992035031318665,0.9985484257340431,0.9997102320194244,0.9991802871227264,0.9997152611613274,False,True,False,False,False
221,0.6664623816808065,0.6665978696611192,0.6662600570254855,0.6658219827546014,0.6665973862012228,0.6662495997216966,0.6665935450130038,False,True,False,False,False
222,0.9995495762143817,0.9997479660170419,0.999255759375436,0.9985925129481724,0.9997503587177822,0.9992053253310067,0.9997408219746181,False,False,False,False,False
225,0.7138327871050153,0.7139753443854195,0.7136052080563137,0.7130976404462542,0.7139825054577419,0.7135755590030125,0.7139804703848702,False,True,False,False,False
226,0.9372033029794693,0.9372718594968319,0.9369371123611927,0.9362066574394703,0.9372823871672153,0.936762098222971,0.9372628517448902,False,True,False,True,False
229,0.9331308643023173,0.9331843932469686,0.9328697562217713,0.9321198383967082,0.9331899205843608,0.932666536172231,0.9331746737162272,False,True,False,True,False
231,0.922638517159682,0.922855964073768,0.9223512640366187,0.9217729109984177,0.9228507509598365,0.9223603056027339,0.9228567389341501,False,False,False,False,False
232,0.8330223494105868,0.8332150346703,0.8327617281013064,0.832216739654541,0.8332165446546342,0.832792255613539,0.833217998345693,False,True,True,False,False
235,0.9996358752250671,0.9998603612184525,0.9993210136890411,0.998674176633358,0.9998536258935928,0.999318391084671,0.9998586401343346,False,True,False,False,False
237,0.5452567772431807,0.5453861084851351,0.5450842055407438,0.5447350198572333,0.545385024764321,0.5450943058187311,0.5453849489038641,False,False,False,False,False
238,0.999761634013232,0.9998347583939048,0.9994819585014793,0.9986884173224954,0.9998405260198256,0.9992855436661664,0.9998238752869999,False,True,False,True,False
240,0.9997698068618774,0.9999240934848785,0.9994680881500244,0.998729944229126,0.9999264180660248,0.9993805289268494,0.9999149441719055,False,True,False,False,False
241,0.9996714517474174,0.9999111145734787,0.9993596151471138,0.9986787363886833,0.9999111220240593,0.9994013383984566,0.9999159649014473,False,True,False,False,False
242,0.8885134061177572,0.8887301683425903,0.8882355557547675,0.8876387940512763,0.8887307246526083,0.8882955180274116,0.8887311816215515,False,True,False,False,False
243,0.8885512153307596,0.8887404733233981,0.8882798817422655,0.8876709938049316,0.8887363804711236,0.88827469613817,0.8887386255794101,False,True,False,False,False
244,0.9997045874595643,0.9998889088630676,0.9993950605392456,0.9987473607063293,0.9998924374580384,0.9993363857269287,0.9998831272125244,False,True,False,False,False
245,0.8566933487142835,0.8568841942719051,0.8564371977533612,0.8558462815625327,0.8568856375558036,0.8564504384994507,0.8568816951342991,False,True,False,False,False
246,0.7496904830137888,0.7498782873153687,0.7494605481624603,0.7489848037560781,0.7498807907104492,0.749489371975263,0.7498823702335358,False,False,False,False,False
247,0.9996522665023804,0.9998302459716797,0.9993273019790649,0.9987008571624756,0.999839723110199,0.9992538094520569,0.9998311400413513,False,False,False,False,False
248,0.8330473452806473,0.8332340766986212,0.8327832221984863,0.8322601169347763,0.8332337886095047,0.8327757765849432,0.8332325021425883,False,False,True,False,False
249,0.9995853738351301,0.9998098449273543,0.9992672638459639,0.9986148422414606,0.9998072277415883,0.9993342106992548,0.9998046322302385,False,False,False,False,False
251,0.8884784513049655,0.8886807693375481,0.8882122238477071,0.8876013623343574,0.8886825839678446,0.8881902164883084,0.8886847231123183,False,False,False,False,False
252,0.6664294302463531,0.6666008830070496,0.6662280162175497,0.6657975018024445,0.6665965219338735,0.6662448793649673,0.6666009823481241,False,False,False,False,False
253,0.999574343363444,0.9998023046387566,0.9992571274439493,0.9986007610956827,0.9997975561353896,0.9993127650684781,0.9997982978820801,False,False,False,False,False
254,0.9995334595441818,0.9997743368148804,0.9992193380991617,0.998579184214274,0.9997789263725281,0.9992614587148031,0.999772975842158,False,False,False,False,False
256,0.7774254149860806,0.7776051759719849,0.7771813538339403,0.776682714621226,0.7776118649376763,0.7772021094957987,0.7776086860232883,False,False,False,False,False
258,0.6664038168059455,0.6665583252906799,0.6662010881635878,0.6657859219445122,0.6665592657195197,0.6662054459253947,0.6665559609731039,False,False,True,False,False
260,0.6663873294989268,0.6665617227554321,0.6661791900793711,0.6657333076000214,0.6665603717168173,0.6661990384260813,0.6665654480457306,False,False,False,False,False
261,0.9995802283287049,0.9998069882392884,0.999261200428009,0.9986225724220276,0.999801778793335,0.9993102610111236,0.9997999727725982,False,False,False,False,False
262,0.9996522665023804,0.9998302459716797,0.9993273019790649,0.9987008571624756,0.999839723110199,0.9992538094520569,0.9998311400413513,False,False,False,False,False
263,0.9996391534805298,0.9999048113822937,0.999331921339035,0.9986855387687683,0.9999083876609802,0.9993900656700134,0.9999070167541504,False,False,False,False,False
264,0.8330636819203695,0.8332685629526774,0.8328044315179189,0.8322704633076986,0.8332685728867849,0.8328162233034769,0.8332708775997162,False,False,False,False,False
265,0.9995334595441818,0.9997743368148804,0.9992193380991617,0.998579184214274,0.9997789263725281,0.9992614587148031,0.999772975842158,False,False,False,False,False
