id,word_count,unique_words_count,word_count_above_mean,unique_words_count_above_mean,char_count,char_count_above_mean,avg_word_length,subjectivity,polarity,neg,neu,pos
198,7,7,0,0,38,0,5.428571428571429,0.0,-0.4767,1,0,0
199,15,14,1,1,87,1,5.8,0.0,-0.4767,1,0,0
201,11,10,1,1,54,1,4.909090909090909,0.75,-0.2263,1,0,0
203,14,14,1,1,71,1,5.071428571428571,0.8500000000000001,-0.9186,1,0,0
204,6,6,0,0,29,0,4.833333333333333,0.0,-0.4767,1,0,0
205,9,8,0,0,44,0,4.888888888888889,1.0,-0.8807,1,0,0
208,17,16,1,1,105,1,6.176470588235294,0.0,-0.8225,1,0,0
209,9,9,0,0,57,1,6.333333333333333,1.0,-0.8807,1,0,0
210,10,10,1,1,59,1,5.9,0.0,0.0,0,1,0
211,17,15,1,1,107,1,6.294117647058823,0.0,-0.4767,1,0,0
212,10,10,1,1,70,1,7.0,0.0,-0.8225,1,0,0
213,9,9,0,0,51,0,5.666666666666667,0.0,0.128,0,0,1
215,9,9,0,0,52,1,5.777777777777778,0.15,-0.743,1,0,0
216,15,14,1,1,85,1,5.666666666666667,0.0,-0.4767,1,0,0
218,10,10,1,1,76,1,7.6,1.0,-0.7264,1,0,0
219,9,7,0,0,46,0,5.111111111111111,1.0,-0.8807,1,0,0
220,8,8,0,0,44,0,5.5,1.0,-0.8807,1,0,0
221,9,9,0,0,54,1,6.0,0.4,-0.8779,1,0,0
222,7,7,0,0,30,0,4.285714285714286,0.0,0.128,0,0,1
225,7,6,0,0,38,0,5.428571428571429,0.0,-0.5994,1,0,0
226,16,16,1,1,88,1,5.5,0.0,-0.4767,1,0,0
229,15,14,1,1,87,1,5.8,0.0,-0.4767,1,0,0
231,13,13,1,1,74,1,5.6923076923076925,1.0,-0.9325,1,0,0
232,18,18,1,1,91,1,5.055555555555555,0.18333333333333335,-0.7732,1,0,0
235,8,8,0,0,39,0,4.875,1.0,-0.8807,1,0,0
237,11,11,1,1,62,1,5.636363636363637,0.0,-0.4767,1,0,0
238,17,15,1,1,107,1,6.294117647058823,0.0,-0.4767,1,0,0
240,2,2,0,0,16,0,8.0,0.0,-0.4767,1,0,0
241,8,8,0,0,45,0,5.625,1.0,-0.5719,1,0,0
242,9,9,0,0,56,1,6.222222222222222,0.0,-0.8658,1,0,0
243,9,9,0,0,47,0,5.222222222222222,0.0,-0.7906,1,0,0
244,5,4,0,0,24,0,4.8,0.0,-0.4767,1,0,0
245,14,14,1,1,77,1,5.5,0.0,-0.6486,1,0,0
246,12,12,1,1,65,1,5.416666666666667,0.3,0.0,0,1,0
247,1,1,0,0,0,0,0.0,0.0,0.0,0,1,0
248,12,9,1,0,45,0,3.75,0.6666666666666666,-0.4588,1,0,0
249,11,10,1,1,61,1,5.545454545454546,0.0,-0.886,1,0,0
251,9,9,0,0,55,1,6.111111111111111,0.45454545454545453,0.4404,0,0,1
252,12,12,1,1,95,1,7.916666666666667,0.29285714285714287,0.0,0,1,0
253,9,9,0,0,54,1,6.0,0.0,-0.886,1,0,0
254,12,11,1,1,66,1,5.5,0.0,0.0,0,1,0
256,9,9,0,0,44,0,4.888888888888889,0.35984848484848486,-0.5423,1,0,0
258,9,9,0,0,40,0,4.444444444444445,0.9,-0.688,1,0,0
260,6,6,0,0,43,0,7.166666666666667,0.8333333333333334,0.4215,0,0,1
261,10,10,1,1,58,1,5.8,0.0,-0.886,1,0,0
262,1,1,0,0,0,0,0.0,0.0,0.0,0,1,0
263,2,2,0,0,16,0,8.0,0.0,0.0,0,1,0
264,6,6,0,0,26,0,4.333333333333333,0.55,0.6249,0,0,1
265,12,11,1,1,66,1,5.5,0.0,0.0,0,1,0
266,8,8,0,0,44,0,5.5,0.0,-0.7351,1,0,0
267,8,7,0,0,46,0,5.75,0.25,0.296,0,0,1
268,10,10,1,1,44,0,4.4,0.0,0.0,0,1,0
269,1,1,0,0,0,0,0.0,0.0,0.0,0,1,0
270,9,9,0,0,54,1,6.0,0.0,-0.886,1,0,0
271,12,11,1,1,66,1,5.5,0.0,0.0,0,1,0
272,12,11,1,1,66,1,5.5,0.0,0.0,0,1,0
273,11,11,1,1,48,0,4.363636363636363,0.06666666666666667,0.0,0,1,0
274,5,5,0,0,26,0,5.2,0.0,0.0,0,1,0
276,10,10,1,1,61,1,6.1,0.0,-0.886,1,0,0
277,1,1,0,0,0,0,0.0,0.0,0.0,0,1,0
279,4,4,0,0,25,0,6.25,0.29285714285714287,0.0,0,1,0
280,7,6,0,0,38,0,5.428571428571429,0.0,0.0,0,1,0
281,10,9,1,0,54,1,5.4,0.0,0.0,0,1,0
283,1,1,0,0,0,0,0.0,0.0,0.0,0,1,0
285,1,1,0,0,0,0,0.0,0.0,0.0,0,1,0
287,9,9,0,0,54,1,6.0,0.0,-0.886,1,0,0
289,9,9,0,0,54,1,6.0,0.0,-0.886,1,0,0
290,7,7,0,0,41,0,5.857142857142857,0.0,0.0772,0,0,1
291,11,11,1,1,73,1,6.636363636363637,0.9,0.6369,0,0,1
293,1,1,0,0,0,0,0.0,0.0,0.0,0,1,0
294,7,7,0,0,37,0,5.285714285714286,0.9,-0.5719,1,0,0
296,10,10,1,1,62,1,6.2,0.8,-0.2732,1,0,0
297,9,8,0,0,55,1,6.111111111111111,0.1,0.0,0,1,0
298,4,4,0,0,28,0,7.0,0.0,0.0,0,1,0
299,6,6,0,0,60,1,10.0,0.16666666666666666,0.4588,0,0,1
301,13,13,1,1,75,1,5.769230769230769,0.25,0.0,0,1,0
302,5,3,0,0,14,0,2.8,0.0,0.0,0,1,0
303,10,10,1,1,55,1,5.5,0.8333333333333334,0.4404,0,0,1
307,9,9,0,0,45,0,5.0,0.0,-0.5994,1,0,0
309,7,7,0,0,30,0,4.285714285714286,0.8,0.3818,0,0,1
310,10,10,1,1,43,0,4.3,1.0,0.1027,0,0,1
312,2,2,0,0,15,0,7.5,0.0,0.0,0,1,0
313,10,10,1,1,43,0,4.3,1.0,0.1027,0,0,1
314,8,8,0,0,43,0,5.375,0.625,0.0,0,1,0
315,5,5,0,0,30,0,6.0,0.0,0.5574,0,0,1
316,11,11,1,1,62,1,5.636363636363637,0.0,-0.296,1,0,0
318,10,10,1,1,60,1,6.0,0.3,0.296,0,0,1
320,13,13,1,1,85,1,6.538461538461538,0.4388888888888889,0.3182,0,0,1
321,16,16,1,1,82,1,5.125,0.37500000000000006,-0.2023,1,0,0
322,8,8,0,0,50,0,6.25,0.0,0.0,0,1,0
327,11,10,1,1,49,0,4.454545454545454,0.0,-0.5994,1,0,0
328,5,5,0,0,27,0,5.4,0.45,0.3612,0,0,1
329,11,11,1,1,70,1,6.363636363636363,0.13333333333333333,0.0,0,1,0
330,7,7,0,0,59,1,8.428571428571429,0.0,0.0,0,1,0
331,14,14,1,1,83,1,5.928571428571429,0.6,-0.2263,1,0,0
332,9,9,0,0,88,1,9.777777777777779,0.0,-0.3818,1,0,0
334,8,8,0,0,57,1,7.125,0.0,0.3612,0,0,1
335,7,7,0,0,44,0,6.285714285714286,0.4,0.3818,0,0,1
336,13,13,1,1,83,1,6.384615384615385,0.5515151515151515,-0.3182,1,0,0
337,12,12,1,1,73,1,6.083333333333333,0.35555555555555557,0.6249,0,0,1
338,10,10,1,1,43,0,4.3,1.0,0.1027,0,0,1
340,9,9,0,0,60,1,6.666666666666667,0.0,0.0,0,1,0
341,12,11,1,1,78,1,6.5,0.3,0.296,0,0,1
344,15,14,1,1,69,1,4.6,0.625,0.7579,0,0,1
345,6,6,0,0,33,0,5.5,0.0,0.0,0,1,0
346,7,7,0,0,49,0,7.0,0.75,-0.8519,1,0,0
347,10,10,1,1,53,1,5.3,1.0,-0.0772,1,0,0
348,5,4,0,0,32,0,6.4,0.0,0.0,0,1,0
349,14,13,1,1,75,1,5.357142857142857,0.4,-0.296,1,0,0
352,3,3,0,0,36,0,12.0,0.0,0.0,0,1,0
353,6,6,0,0,37,0,6.166666666666667,0.0,0.0,0,1,0
354,6,6,0,0,38,0,6.333333333333333,0.0,0.0,0,1,0
355,14,13,1,1,75,1,5.357142857142857,0.4,-0.296,1,0,0
356,14,13,1,1,75,1,5.357142857142857,0.4,-0.296,1,0,0
358,9,9,0,0,44,0,4.888888888888889,0.4,0.7717,0,0,1
360,14,13,1,1,75,1,5.357142857142857,0.4,-0.296,1,0,0
361,14,14,1,1,86,1,6.142857142857143,0.0,0.6486,0,0,1
363,4,4,0,0,31,0,7.75,0.0,-0.4588,1,0,0
364,5,5,0,0,41,0,8.2,0.5,0.0,0,1,0
365,14,13,1,1,70,1,5.0,0.0,0.4019,0,0,1
368,10,10,1,1,70,1,7.0,0.6,-0.4019,1,0,0
370,14,13,1,1,75,1,5.357142857142857,0.4,-0.296,1,0,0
371,15,15,1,1,77,1,5.133333333333334,0.33888888888888885,0.6486,0,0,1
372,15,14,1,1,70,1,4.666666666666667,0.0,-0.3818,1,0,0
375,14,13,1,1,70,1,5.0,0.0,0.4019,0,0,1
380,10,10,1,1,64,1,6.4,0.0,0.4939,0,0,1
381,7,7,0,0,35,0,5.0,0.4,-0.296,1,0,0
383,11,11,1,1,66,1,6.0,0.4,-0.5574,1,0,0
384,14,13,1,1,75,1,5.357142857142857,0.4,-0.296,1,0,0
386,7,7,0,0,38,0,5.428571428571429,0.0,0.6705,0,0,1
389,11,8,1,0,36,0,3.272727272727273,0.15000000000000002,0.6249,0,0,1
390,6,6,0,0,37,0,6.166666666666667,0.0,0.0,0,1,0
393,14,13,1,1,75,1,5.357142857142857,0.4,-0.296,1,0,0
394,14,13,1,1,75,1,5.357142857142857,0.4,-0.296,1,0,0
396,7,7,0,0,30,0,4.285714285714286,0.0,-0.3818,1,0,0
397,12,12,1,1,65,1,5.416666666666667,0.8,-0.765,1,0,0
398,4,4,0,0,32,0,8.0,0.0,0.0,0,1,0
401,13,12,1,1,95,1,7.3076923076923075,0.0,0.0,0,1,0
402,2,2,0,0,16,0,8.0,0.0,0.3182,0,0,1
404,13,13,1,1,62,1,4.769230769230769,0.0,0.0,0,1,0
406,6,6,0,0,33,0,5.5,0.0,0.3612,0,0,1
407,13,13,1,1,75,1,5.769230769230769,0.6166666666666667,0.4062,0,0,1
409,4,4,0,0,17,0,4.25,0.7,0.6369,0,0,1
410,8,7,0,0,46,0,5.75,0.0,0.0,0,1,0
412,9,8,0,0,44,0,4.888888888888889,0.0,0.0,0,1,0
413,3,3,0,0,16,0,5.333333333333333,0.0,0.0,0,1,0
415,17,16,1,1,88,1,5.176470588235294,0.5333333333333333,-0.0258,0,1,0
418,5,5,0,0,26,0,5.2,0.0,0.0,0,1,0
419,15,15,1,1,92,1,6.133333333333334,0.56,0.3612,0,0,1
420,13,11,1,1,79,1,6.076923076923077,0.0,-0.3612,1,0,0
421,6,6,0,0,30,0,5.0,0.8,0.4215,0,0,1
423,5,5,0,0,33,0,6.6,0.0,-0.2732,1,0,0
424,14,14,1,1,79,1,5.642857142857143,0.05,0.3612,0,0,1
426,7,7,0,0,32,0,4.571428571428571,1.0,-0.4215,1,0,0
427,12,12,1,1,67,1,5.583333333333333,0.5357142857142857,0.3612,0,0,1
429,7,7,0,0,35,0,5.0,0.0,-0.4404,1,0,0
432,9,9,0,0,44,0,4.888888888888889,0.9,0.0,0,1,0
435,15,14,1,1,77,1,5.133333333333334,0.5333333333333333,-0.0258,0,1,0
436,12,11,1,1,48,0,4.0,0.6722222222222222,0.1815,0,0,1
437,12,12,1,1,46,0,3.8333333333333335,0.4,0.25,0,0,1
438,6,6,0,0,21,0,3.5,0.0,0.0,0,1,0
440,6,6,0,0,33,0,5.5,0.9,0.0,0,1,0
442,3,3,0,0,22,0,7.333333333333333,0.0,0.0,0,1,0
443,13,13,1,1,75,1,5.769230769230769,0.56,0.3612,0,0,1
444,15,15,1,1,94,1,6.266666666666667,0.7,0.4404,0,0,1
445,3,3,0,0,10,0,3.3333333333333335,0.8,0.4215,0,0,1
446,11,9,1,0,44,0,4.0,0.6,-0.4767,1,0,0
447,11,9,1,0,47,0,4.2727272727272725,0.6,-0.4767,1,0,0
448,5,5,0,0,25,0,5.0,0.0,0.0,0,1,0
450,5,5,0,0,29,0,5.8,0.6,0.8271,0,0,1
451,8,6,0,0,27,0,3.375,0.3,0.6369,0,0,1
452,7,7,0,0,42,0,6.0,0.0,0.0,0,1,0
453,13,11,1,1,52,1,4.0,0.275,0.0,0,1,0
454,7,7,0,0,40,0,5.714285714285714,0.8,-0.5574,1,0,0
455,15,15,1,1,90,1,6.0,0.6,0.8316,0,0,1
456,11,11,1,1,51,0,4.636363636363637,0.6666666666666666,0.5106,0,0,1
457,14,14,1,1,78,1,5.571428571428571,0.8,0.3903,0,0,1
459,13,12,1,1,61,1,4.6923076923076925,0.4,0.4588,0,0,1
461,15,14,1,1,72,1,4.8,0.1111111111111111,0.0,0,1,0
462,11,9,1,0,50,0,4.545454545454546,0.6,-0.4767,1,0,0
463,15,15,1,1,93,1,6.2,0.6,0.8316,0,0,1
465,11,9,1,0,49,0,4.454545454545454,0.6,-0.4767,1,0,0
466,9,9,0,0,49,0,5.444444444444445,0.0,0.0,0,1,0
467,2,2,0,0,10,0,5.0,0.0,0.0,0,1,0
468,10,10,1,1,59,1,5.9,0.6000000000000001,0.7351,0,0,1
469,1,1,0,0,10,0,10.0,0.0,0.0,0,1,0
470,12,12,1,1,65,1,5.416666666666667,0.0,0.7096,0,0,1
471,8,8,0,0,52,1,6.5,0.55,-0.1779,1,0,0
472,10,9,1,0,48,0,4.8,0.0,0.6124,0,0,1
474,19,19,1,1,83,1,4.368421052631579,0.5416666666666666,-0.3612,1,0,0
475,9,9,0,0,42,0,4.666666666666667,0.5357142857142857,0.0,0,1,0
476,10,10,1,1,68,1,6.8,0.0,0.7184,0,0,1
477,13,13,1,1,76,1,5.846153846153846,0.0,-0.5859,1,0,0
478,9,9,0,0,51,0,5.666666666666667,1.0,-0.4432,1,0,0
479,13,13,1,1,69,1,5.3076923076923075,0.0,0.0,0,1,0
480,8,8,0,0,47,0,5.875,1.0,-0.4215,1,0,0
481,4,4,0,0,37,0,9.25,0.0,-0.0772,1,0,0
482,11,11,1,1,64,1,5.818181818181818,0.95,0.5563,0,0,1
483,6,6,0,0,36,0,6.0,0.0,0.0,0,1,0
484,10,10,1,1,54,1,5.4,0.0,-0.2732,1,0,0
485,6,6,0,0,27,0,4.5,0.0,0.2732,0,0,1
486,6,6,0,0,43,0,7.166666666666667,0.0,0.0,0,1,0
487,9,9,0,0,75,1,8.333333333333334,0.0,0.3612,0,0,1
489,16,15,1,1,86,1,5.375,0.06666666666666667,-0.8074,1,0,0
490,12,12,1,1,60,1,5.0,0.55,-0.1779,1,0,0
492,9,9,0,0,43,0,4.777777777777778,0.7678571428571428,0.4404,0,0,1
493,5,5,0,0,24,0,4.8,0.0,0.0,0,1,0
495,11,11,1,1,62,1,5.636363636363637,0.0,0.2732,0,0,1
496,3,3,0,0,11,0,3.6666666666666665,0.0,0.0,0,1,0
498,4,4,0,0,16,0,4.0,0.0,0.0,0,1,0
499,5,5,0,0,18,0,3.6,0.0,0.0,0,1,0
501,3,3,0,0,13,0,4.333333333333333,0.0,0.0,0,1,0
502,3,3,0,0,13,0,4.333333333333333,0.0,0.0,0,1,0
503,4,4,0,0,16,0,4.0,0.0,0.0,0,1,0
504,9,9,0,0,55,1,6.111111111111111,0.5,0.0,0,1,0
506,11,11,1,1,53,1,4.818181818181818,0.0,0.4939,0,0,1
509,14,12,1,1,84,1,6.0,0.0,0.0,0,1,0
512,8,8,0,0,46,0,5.75,0.4,0.0,0,1,0
513,10,8,1,0,43,0,4.3,0.0,-0.0258,0,1,0
514,5,5,0,0,16,0,3.2,0.0,0.5574,0,0,1
516,4,4,0,0,16,0,4.0,0.0,0.0,0,1,0
517,18,16,1,1,75,1,4.166666666666667,0.325,0.0,0,1,0
518,4,4,0,0,16,0,4.0,0.0,0.0,0,1,0
519,10,10,1,1,49,0,4.9,0.0,0.0,0,1,0
520,27,6,1,0,47,0,1.7407407407407407,0.0,0.0,0,1,0
521,5,5,0,0,18,0,3.6,0.0,0.0,0,1,0
522,3,3,0,0,11,0,3.6666666666666665,0.0,0.0,0,1,0
523,4,4,0,0,16,0,4.0,0.0,0.0,0,1,0
524,11,11,1,1,67,1,6.090909090909091,0.0,0.0,0,1,0
526,4,4,0,0,16,0,4.0,0.0,0.0,0,1,0
527,15,12,1,1,67,1,4.466666666666667,0.06666666666666667,-0.0772,1,0,0
528,18,17,1,1,71,1,3.9444444444444446,0.21666666666666667,-0.5994,1,0,0
530,3,3,0,0,11,0,3.6666666666666665,0.0,0.0,0,1,0
531,3,3,0,0,12,0,4.0,0.0,0.0,0,1,0
533,3,3,0,0,11,0,3.6666666666666665,0.0,0.0,0,1,0
535,3,3,0,0,12,0,4.0,0.0,0.0,0,1,0
536,14,14,1,1,74,1,5.285714285714286,0.0,0.0,0,1,0
538,13,13,1,1,72,1,5.538461538461538,0.5333333333333333,-0.743,1,0,0
540,18,17,1,1,71,1,3.9444444444444446,0.21666666666666667,-0.5994,1,0,0
542,18,17,1,1,71,1,3.9444444444444446,0.21666666666666667,-0.5994,1,0,0
543,4,4,0,0,16,0,4.0,0.0,0.0,0,1,0
544,4,4,0,0,16,0,4.0,0.0,0.0,0,1,0
546,10,9,1,0,54,1,5.4,0.5,-0.7845,1,0,0
550,12,12,1,1,70,1,5.833333333333333,0.0,0.128,0,0,1
551,11,11,1,1,63,1,5.7272727272727275,0.0,-0.34,1,0,0
552,4,4,0,0,20,0,5.0,0.0,0.0,0,1,0
556,11,11,1,1,48,0,4.363636363636363,0.6608585858585858,-0.8834,1,0,0
558,13,11,1,1,54,1,4.153846153846154,0.0,-0.296,1,0,0
559,10,10,1,1,64,1,6.4,0.8,-0.6369,1,0,0
