id,target
1598,1
1606,0
1612,1
1616,0
1620,0
1624,0
1629,0
1630,1
1635,0
1640,0
1641,0
1642,1
1651,0
1655,0
1656,0
1659,0
1664,0
1667,0
1668,0
1674,0
1678,1
1680,0
1681,0
1682,1
1685,0
1695,0
1696,1
1697,1
1704,1
1708,1
1711,0
1713,0
1714,0
1717,0
1729,0
1730,0
1732,1
1734,0
1736,0
1738,0
1742,0
1743,0
1746,0
1748,1
1749,0
1751,0
1758,0
1764,1
1765,0
1777,1
1778,0
1781,0
1782,0
1783,0
1785,1
1788,1
1793,0
1794,0
1795,1
1797,0
1800,0
1801,0
1805,0
1806,0
1819,0
1820,0
1825,0
1828,0
1829,0
1830,0
1839,0
1843,1
1844,1
1846,0
1849,0
1850,0
1854,0
1855,1
1858,0
1859,0
1862,0
1867,0
1868,1
1871,0
1872,0
1874,0
1876,1
1879,0
1884,0
1891,1
1894,0
1896,0
1902,0
1903,0
1904,0
1906,0
1907,1
1912,1
1913,1
1923,1
1926,1
1928,0
1930,1
1931,1
1934,1
1936,0
1944,0
1946,0
1947,0
1958,0
1964,1
1970,1
1974,1
1977,0
1978,0
1982,0
1984,0
1988,1
1993,1
1997,1
1998,0
2002,0
2004,0
2005,1
2008,0
2011,0
2013,0
2018,0
2021,0
2025,0
2029,1
2030,1
2032,1
2037,1
2041,0
2044,0
2048,0
2052,0
2053,0
2054,1
2062,0
2065,0
2066,1
2072,0
2079,1
2080,0
2085,0
2088,1
2090,1
2092,1
2093,0
2101,0
2104,0
2105,0
2106,0
2107,1
2120,0
2124,1
2127,0
2130,0
2132,0
2135,0
2137,0
2140,1
2143,1
2147,1
2151,0
2152,0
2155,0
2156,0
2162,0
2165,0
2166,0
2167,1
2168,0
2170,0
2178,1
2180,0
2182,0
2184,1
2185,0
2187,1
2196,1
2197,0
2199,1
2200,1
2201,1
2202,0
2206,1
2208,0
2218,1
2223,1
2224,1
2226,1
2228,0
2232,0
2234,0
2243,0
2247,0
2249,0
2252,0
2253,0
2259,1
2261,0
2264,1
2268,1
2269,1
2270,1
2276,1
2283,0
2287,0
2290,0
2291,0
2293,0
2295,0
2302,0
2305,0
2310,1
2313,0
2316,1
2320,1
2322,0
2323,0
2326,0
2328,0
2331,0
2335,1
2338,0
2343,1
2344,0
2345,0
2353,1
2355,0
2357,1
2360,0
2365,0
2369,1
2371,0
2378,0
2380,1
2381,0
2383,0
2384,0
2392,0
2393,1
2401,1
2403,1
2404,0
2405,0
2407,1
2411,1
2424,0
2426,0
2431,0
2433,1
2434,0
2436,0
2439,0
2444,0
2447,1
2448,0
2449,0
2450,0
2461,0
2469,0
2472,0
2473,0
2474,0
2477,0
2481,0
2484,0
2495,0
2503,1
2509,0
2511,0
2518,0
2522,1
2525,0
2526,1
2529,0
2533,1
2549,0
2551,0
2558,0
2562,0
2563,0
2567,0
2574,1
2577,0
2578,0
2580,0
2581,0
2583,0
2584,0
2586,0
2589,0
2595,0
2596,0
2600,0
2601,1
2607,0
2610,0
2613,0
2615,0
2618,0
2620,0
2623,0
2626,0
2630,1
2634,1
2636,0
2638,0
2639,1
2646,0
2650,1
2652,1
2653,0
2654,0
2662,0
2665,0
2669,0
2674,0
2678,0
2681,0
2685,0
2686,0
2690,0
2697,1
2699,0
2704,0
2705,0
2710,0
2712,0
2713,0
2716,0
2717,0
2718,1
2721,0
2722,0
2735,1
2737,0
2738,0
2742,0
2745,0
2746,1
2747,1
2750,0
2751,0
2754,0
2762,0
2764,0
2772,0
2775,0
2776,1
2779,1
2781,0
2789,0
2790,1
2791,1
2798,1
2800,0
2804,0
2805,1
2806,1
2809,0
2810,0
2812,0
2814,0
2816,0
2818,0
2823,0
2824,0
2834,1
2837,0
2840,0
2845,0
2847,0
2848,1
2850,1
2859,0
2862,0
2868,0
2874,1
2876,0
2892,0
2894,0
2897,0
2901,0
2903,0
2904,0
2906,0
2914,0
2918,1
2919,0
2923,0
2926,0
2928,0
2930,0
2938,1
2940,1
2949,0
2951,0
2958,0
2961,0
2962,0
2964,0
2966,0
2967,0
2968,0
2972,1
2977,0
2978,0
2979,1
2981,0
2985,1
2986,0
2989,0
2994,0
2996,1
2997,0
2999,0
3002,1
3007,0
3008,1
3017,1
3020,0
3024,1
3028,0
3031,0
3032,0
3033,0
3035,0
3040,0
3041,0
3046,0
3050,0
3063,1
3065,0
3067,1
3069,1
3076,0
3078,0
3081,0
3087,0
3088,1
3094,0
3096,0
3098,1
3103,0
3110,0
3113,0
3121,0
3127,1
3128,0
3129,1
3135,1
3143,0
3146,1
3148,0
3149,0
3151,0
3156,1
3160,1
3164,0
3169,0
3178,0
3187,1
3194,1
3202,1
3203,0
3204,0
3206,0
3207,0
3208,0
3209,0
3213,0
3214,0
3215,0
3220,0
3223,0
3224,0
3226,0
3228,1
3230,0
3232,0
3233,1
3234,0
3238,0
3246,1
3247,0
3250,0
3251,0
3254,0
3257,0
3258,1
3261,0
3267,0
3268,0
3269,0
3271,0
3272,0
3273,0
3279,0
3290,0
3291,0
3293,0
3294,0
3298,0
3305,0
3306,1
3307,0
3310,0
3313,0
3314,0
3315,1
3316,1
3321,1
3325,0
3326,1
3327,0
3330,0
3331,0
3332,0
3333,1
3343,0
3344,0
3348,0
3349,0
3350,0
3352,0
3353,0
3354,1
3358,0
3360,0
3366,0
3371,0
3374,1
3375,0
3378,1
3382,1
3384,0
3385,1
3386,0
3392,0
3399,1
3407,1
3409,0
3416,0
3420,0
3422,0
3424,0
3426,0
3427,1
3434,1
3438,1
3441,0
3442,0
3443,0
3444,0
3449,0
3453,0
3454,0
3456,0
3457,1
3458,0
3461,0
3467,0
3479,1
3488,0
3491,0
3496,1
3502,0
3507,0
3511,0
3515,0
3516,0
3538,0
3539,0
3541,0
3545,0
3546,0
3547,1
3551,0
3553,0
3556,1
3558,0
3559,0
3561,1
3562,0
3563,1
3564,0
3571,1
3574,0
3576,1
3577,0
3579,1
3580,0
3586,0
3590,0
3599,0
3600,0
3601,1
3605,0
3606,0
3612,0
3614,0
3615,1
3616,0
3620,0
3622,0
3624,0
3630,0
3644,0
3649,0
3651,1
3654,0
3665,0
3668,0
3671,0
3672,0
3673,0
3677,0
3678,1
3687,0
3688,0
3693,0
3698,0
3699,0
3701,0
3703,0
3706,0
3707,0
3709,0
3711,0
3714,0
3716,1
3720,1
3728,0
3731,1
3732,0
3733,0
3734,0
3740,0
3746,0
3749,1
3751,0
3755,0
3757,0
3762,0
3767,1
3769,0
3779,0
3781,0
3782,1
3783,1
3784,0
3790,0
3791,0
3792,0
3794,0
3799,0
3801,0
3804,0
3808,0
3809,0
3811,0
3813,0
3817,0
3818,1
3823,0
3843,0
3844,0
3846,0
3847,0
3852,0
3854,1
3856,0
3863,1
3865,0
3867,1
3871,0
3872,1
3878,0
3880,0
3881,1
3882,0
3883,0
3884,0
3885,0
3886,0
3890,0
3891,0
3898,0
3902,0
3909,0
3910,1
3912,1
3915,1
3918,0
3920,0
3925,0
3928,0
3929,0
3930,0
3931,0
3934,1
3939,0
3941,1
3942,0
3943,1
3946,0
3963,0
3965,0
3966,0
3971,1
3972,1
3974,0
3976,0
3978,0
3981,0
3985,0
3986,1
3987,0
3988,0
3991,0
3999,0
4001,0
4002,1
4004,0
4007,1
4009,0
4013,0
4015,0
4016,0
4023,1
4031,0
4035,0
4036,1
4037,1
4040,1
4048,1
4053,0
4056,0
4059,1
4066,0
4067,1
4069,0
4070,0
4071,0
4073,0
4074,0
4075,0
4082,0
4090,0
4099,0
4102,0
4106,0
4109,0
4110,0
4115,0
4118,1
4120,0
4125,0
4126,0
4130,0
4134,0
4136,0
4137,1
4144,0
4148,0
4151,0
4155,1
4162,0
4165,0
4169,0
4174,1
4179,0
4185,0
4186,0
4187,0
4188,1
4190,0
4192,0
4193,1
4194,0
4195,1
4196,0
4207,0
4208,0
4215,1
4217,1
4222,1
4223,0
4226,0
4228,0
4229,1
4231,1
4234,0
4236,1
4249,1
4254,0
4258,0
4259,0
4263,0
4267,1
4277,1
4278,1
4280,0
4283,0
4285,0
4286,1
4287,0
4290,0
4291,0
4294,0
4302,0
4308,0
4310,0
4311,0
4315,1
4316,0
4319,0
4331,1
4338,1
4339,0
4340,0
4344,0
4346,1
4347,1
4360,0
4364,1
4367,1
4369,1
4370,1
4371,0
4380,1
4386,1
4389,0
4390,0
4394,1
4399,1
4400,1
4404,1
4409,0
4414,1
4417,0
4418,0
4419,1
4420,1
4422,0
4429,1
4431,0
4433,1
4434,0
4439,0
4443,1
4446,0
4447,1
4453,1
4460,0
4461,1
4462,1
4467,0
4469,0
4473,0
4474,0
4475,1
4477,0
4481,1
4483,0
4484,0
4485,1
4495,1
4497,0
4500,1
4501,0
4502,1
4505,0
4506,0
4510,0
4512,1
4513,0
4532,1
4535,0
4536,1
4540,0
4545,1
4552,0
4554,0
4555,0
4558,0
4559,0
4560,0
4566,1
4570,0
4572,1
4574,0
4581,0
4583,0
4586,1
4591,0
4594,1
4603,0
4605,1
4612,0
4613,0
4615,0
4618,1
4621,0
4623,0
4626,0
4629,0
4633,0
4636,0
4638,0
4640,0
4643,1
4645,1
4647,1
4648,1
4651,1
4652,0
4653,1
4654,0
4660,1
4662,1
4663,0
4665,0
4668,0
4676,0
4683,0
4685,1
4686,1
4701,0
4718,0
4721,0
4727,0
4728,0
4733,1
4741,0
4743,1
4746,1
4751,0
4756,1
4761,0
4763,0
4764,0
4767,1
4772,0
4776,0
4780,0
4781,0
4792,1
4796,1
4801,1
4804,1
4805,1
4806,0
4811,1
4815,0
4816,1
4817,0
4818,0
4822,0
4824,1
4827,0
4837,0
4838,0
4839,0
4841,0
4851,0
4855,1
4861,0
4862,0
4863,1
4865,1
4871,0
4873,0
4880,0
4885,0
4886,0
4902,0
4904,0
4907,0
4916,1
4921,0
4925,0
4927,0
4928,0
4930,0
4932,0
4933,0
4937,0
4939,0
4941,0
4942,0
4947,0
4949,1
4950,0
4956,0
4960,0
4963,0
4965,0
4976,1
4977,0
4987,0
4991,0
4994,0
4999,1
5003,1
5006,0
5009,0
5011,0
5012,1
5014,1
5020,0
5021,1
5023,1
5026,1
5030,1
5031,0
5036,1
5042,0
5045,0
5048,0
5051,0
5053,0
5054,0
5057,0
5058,0
5066,0
5070,1
5077,0
5081,0
5084,0
5086,0
5090,0
5091,0
5093,0
5100,1
5108,1
5111,1
5112,0
5118,0
5121,0
5123,0
5129,0
5133,0
5143,0
5147,1
5151,0
5156,0
5158,1
5161,0
5163,0
5167,1
5173,0
5205,0
5214,0
5215,1
5216,0
5217,0
5225,1
5237,0
5239,1
5240,0
5241,1
5246,0
5250,0
5253,0
5258,0
5261,1
5268,0
5275,0
5277,0
5279,0
5288,0
5289,1
5294,0
5303,1
5307,0
5311,1
5312,0
5314,0
5318,1
5327,0
5329,0
5333,0
5334,0
5340,0
5348,0
5358,0
5360,0
5361,1
5363,0
5364,0
5369,1
5370,0
5374,0
5376,0
5388,1
5390,0
5393,1
5394,1
5395,0
5398,0
5399,0
5401,0
5402,0
5405,0
5414,0
5415,0
5419,0
5421,0
5422,0
5424,0
5427,1
5429,0
5431,1
5433,0
5434,1
5435,1
5436,0
5438,1
5440,0
5441,0
5447,0
5451,0
5453,1
5456,0
5457,0
5463,0
5464,0
5470,0
5472,0
5474,0
5478,1
5483,0
5490,0
5500,0
5504,0
5508,1
5511,1
5512,1
5513,0
5516,0
5523,0
5527,0
5530,1
5533,0
5536,0
5537,0
5542,1
5543,0
5546,1
5549,0
5550,0
5551,0
5562,0
5566,1
5568,0
5571,1
5572,0
5574,0
5583,0
5585,0
5591,1
5596,0
5597,0
5601,0
5606,0
5607,1
5610,1
5615,0
5616,0
5623,1
5630,0
5636,0
5637,0
5639,0
5640,0
5643,0
5648,0
5649,1
5660,0
5666,1
5667,0
5678,0
5679,0
5681,0
5682,1
5691,0
5696,0
5697,1
5700,1
5701,0
5702,0
5708,0
5709,0
5718,0
5723,0
5725,0
5728,0
5731,0
5735,0
5737,0
5738,0
5742,0
5747,0
5749,1
5750,1
5755,0
5756,0
5761,0
5762,1
5767,0
5768,0
5770,0
5773,1
5774,0
5779,0
5782,0
5785,0
5786,0
5787,0
5788,1
5796,0
5802,0
5806,1
5809,1
5810,0
5811,1
5813,0
5820,1
5823,0
5830,1
5831,0
5838,0
5839,0
5844,0
5846,0
5851,0
5852,0
5857,0
5859,0
5860,0
5862,0
5865,0
5866,1
5871,0
5872,1
5877,0
5878,0
5879,0
5880,0
5895,0
5897,0
5910,0
5914,0
5915,0
5917,1
5924,1
5926,0
5931,0
5936,0
5940,1
5941,0
5945,1
5946,0
5948,0
5951,1
5967,0
5968,1
5969,0
5970,0
5971,1
5973,1
5976,0
5977,0
5984,1
5986,0
5993,0
5994,1
6005,0
6006,0
6008,0
6010,1
6011,0
6014,1
6016,0
6018,0
6021,1
6025,0
6028,1
6029,0
6035,1
6040,0
6042,0
6044,1
6046,0
6052,0
6054,0
6062,1
6063,1
6067,1
6068,0
6077,0
6079,0
6080,0
6081,1
6082,0
6089,0
6095,0
6101,0
6107,0
6114,0
6117,1
6121,0
6122,0
6124,0
6129,0
6131,1
6136,0
6139,0
6142,0
6143,0
6144,0
6149,1
6155,0
6157,0
6158,1
6161,1
6168,0
6172,0
6176,0
6177,0
6179,0
6180,1
6182,0
6186,1
6189,0
6190,0
6194,0
6204,0
6205,0
6209,1
6210,0
6212,1
6214,0
6221,1
6225,0
6228,1
6229,1
6231,0
6235,0
6236,0
6237,0
6238,0
6239,0
6242,1
6249,0
6250,0
6251,0
6252,0
6260,1
6264,0
6266,0
6270,0
6275,0
6279,0
6280,0
6284,0
6285,0
6286,1
6287,0
6288,0
6289,0
6290,0
6291,1
6295,0
6298,1
6307,0
6308,1
6309,0
6313,0
6316,1
6319,0
6321,0
6324,0
6327,0
6333,1
6351,1
6352,0
6353,0
6357,0
6359,0
6360,1
6364,0
6367,1
6368,0
6377,1
6378,1
6379,0
6381,0
6390,1
6401,0
6408,0
6409,1
6411,0
6419,1
6424,1
6426,0
6428,0
6431,1
6432,1
6433,1
6435,0
6437,1
6439,0
6442,0
6444,1
6447,0
6456,1
6457,0
6460,1
6468,1
6471,1
6475,0
6476,0
6479,0
6483,0
6487,1
6488,0
6489,1
6496,1
6498,0
6502,1
6503,0
6507,0
6508,0
6509,0
6517,1
6521,0
6522,0
6524,0
6526,1
6531,0
6533,0
6538,0
6539,0
6544,0
6557,1
6558,0
6562,0
6563,0
6564,0
6574,0
6578,1
6581,0
6584,0
6587,0
6589,0
6590,0
6592,0
6595,1
6599,0
6600,0
6606,0
6609,0
6612,0
6615,0
6618,1
6620,1
6623,1
6633,0
6639,0
6640,1
6641,0
6645,0
6650,1
6651,1
6652,0
6657,1
6659,0
6666,1
6671,1
6673,0
6674,0
6677,0
6680,0
6684,0
6685,1
6691,0
6692,0
6696,0
6698,0
6704,0
6705,0
6710,1
6713,0
6715,1
6717,0
6718,0
6720,0
6728,0
6732,1
6733,1
6739,0
6740,0
6741,0
6743,0
6747,0
6750,1
6752,1
6753,0
6755,0
6761,1
6763,0
6768,0
6770,1
6771,1
6777,0
6778,0
6780,0
6782,0
6786,0
6791,1
6797,1
6798,0
6803,1
6805,0
6812,0
6816,0
6818,0
6822,1
6825,0
6826,0
6827,0
6829,0
6831,1
6836,1
6838,0
6840,0
6842,1
6846,1
6851,0
6853,1
6856,1
6859,0
6865,0
6866,0
6868,1
6869,1
6871,1
6873,1
6886,1
6887,1
6888,0
6889,1
6891,0
6894,1
6895,0
6899,0
6901,0
6902,1
6904,1
6906,0
6922,0
6923,0
6924,0
6927,0
6934,0
6938,0
6941,0
6942,0
6944,0
6947,0
6952,0
6957,1
6958,1
6964,0
6968,1
6969,0
6976,1
6982,1
6986,0
6987,1
6989,1
6991,0
6993,0
6995,0
6997,0
7000,0
7003,1
7004,0
7007,0
7011,0
7014,0
7016,0
7017,0
7020,0
7022,1
7028,0
7033,1
7034,0
7035,0
7038,0
7040,0
7041,0
7042,0
7045,0
7049,0
7055,0
7057,1
7062,1
7064,0
7066,0
7067,0
7072,0
7079,0
7082,0
7083,0
7084,1
7085,0
7087,1
7090,0
7094,0
7096,1
7099,0
7100,0
7101,0
7102,0
7103,0
7107,0
7110,0
7113,0
7117,0
7119,0
7123,0
7127,1
7133,0
7139,0
7143,0
7145,0
7151,1
7152,0
7153,1
7156,1
7162,0
7170,1
7172,0
7177,0
7181,0
7182,0
7189,0
7190,0
7200,1
7207,0
7209,1
7212,1
7216,1
7217,0
7219,0
7220,0
7222,0
7225,0
7233,0
7237,1
7238,0
7239,0
7240,0
7243,0
7245,0
7246,0
7249,0
7257,1
7258,0
7259,0
7262,1
7263,0
7269,0
7271,0
7273,0
7276,0
7279,1
7282,0
7284,0
7293,0
7298,0
7303,0
7304,1
7305,1
7308,1
7313,0
7314,0
7321,1
7322,0
7327,0
7333,0
7336,0
7339,0
7341,0
7346,0
7347,1
7349,0
7351,1
7353,1
7363,0
7364,0
7368,0
7370,0
7375,0
7376,1
7379,0
7382,0
7384,0
7385,0
7387,0
7388,0
7389,1
7394,1
7396,0
7398,1
7399,0
7401,0
7404,0
7406,1
7409,0
7411,1
7417,0
7420,0
7422,1
7423,0
7427,0
7429,0
7432,0
7435,0
7436,0
7440,0
7441,0
7445,0
7448,0
7449,0
7450,0
7454,0
7455,0
7460,1
7462,0
7464,1
7466,0
7468,0
7469,0
7471,0
7472,0
7483,0
7484,0
7485,0
7486,0
7487,0
7489,1
7492,0
7495,0
7499,1
7500,0
7506,1
7508,1
7509,1
7511,1
7516,1
7524,1
7538,1
7539,1
7541,1
7546,0
7549,0
7562,1
7564,1
7567,0
7572,0
7574,0
7575,0
7586,0
7592,0
7596,0
7597,0
7599,0
7606,1
7615,0
7618,1
7620,1
7624,0
7625,0
7629,0
7632,1
7636,1
7637,1
7646,1
7655,0
7658,0
7660,1
7664,0
7665,0
7666,1
7667,1
7673,0
7676,0
7682,0
7684,0
7690,0
7697,0
7700,1
7704,1
7705,0
7706,0
7708,0
7709,0
7710,0
7713,0
7716,0
7726,1
7729,0
7730,0
7732,0
7734,0
7740,0
7741,0
7745,0
7757,0
7762,0
7770,0
7776,1
7777,0
7778,0
7779,1
7782,0
7786,0
7791,0
7792,1
7794,0
7795,0
7796,1
7798,1
7805,0
7806,0
7808,0
7811,1
7814,1
7819,0
7820,0
7825,0
7829,0
7834,0
7836,0
7838,0
7841,1
7845,1
7846,0
7853,0
7856,0
7858,1
7859,1
7866,1
7875,1
7879,0
7884,0
7886,1
7890,1
7892,0
7896,0
7899,0
7900,0
7901,1
7904,0
7911,0
7917,0
7919,0
7920,0
7921,0
7922,0
7925,0
7927,0
7928,0
7931,0
7942,1
7946,0
7947,0
7948,1
7951,0
7956,1
7961,0
7964,0
7966,0
7967,0
7974,0
7975,1
7979,0
7985,0
7986,1
7993,0
7995,0
7997,1
7998,1
8004,0
8007,0
8011,0
8014,0
8022,0
8027,1
8033,0
8041,0
8042,0
8046,0
8048,0
8050,0
8051,1
8052,0
8053,0
8054,1
8059,0
8063,0
8072,0
8075,0
8076,0
8077,0
8078,0
8080,0
8082,0
8086,1
8090,0
8092,1
8093,1
8099,0
8104,0
8107,1
8108,1
8114,0
8115,0
8117,0
8123,0
8124,0
8127,0
8132,0
8134,0
8139,0
8145,0
8148,0
8151,0
8152,0
8153,0
8157,0
8160,1
8166,0
8167,0
8173,0
8174,0
8178,0
8179,0
8185,1
8186,1
8192,0
8193,1
8194,0
8197,0
8198,1
8199,0
8200,0
8206,0
8207,0
8220,0
8222,0
8227,0
8228,1
8229,0
8230,0
8233,1
8248,0
8249,1
8255,0
8260,1
8263,0
8265,0
8268,0
8269,0
8272,0
8273,0
8275,0
8277,0
8281,0
8282,0
8290,1
8293,0
8299,0
8302,0
8303,1
8305,0
8306,1
8307,1
8308,0
8313,1
8316,1
8319,0
8322,0
8323,0
8325,0
8326,0
8327,0
8328,0
8331,0
8333,0
8336,1
8338,0
8340,0
8342,0
8343,0
8353,0
8354,0
8357,0
8358,1
8359,1
8373,0
8376,1
8379,1
8380,1
8381,0
8384,0
8395,0
8398,0
8403,0
8407,0
8413,1
8417,0
8420,0
8421,1
8424,0
8426,0
8427,0
8438,0
8439,1
8442,0
8449,0
8456,0
8460,0
8462,0
8465,0
8466,0
8467,1
8469,0
8470,0
8474,0
8479,0
8481,0
8482,0
8485,0
8488,1
8492,1
8493,1
8495,0
8499,0
8501,0
8519,0
8521,0
8525,0
8527,0
8529,1
8532,1
8534,0
8535,1
8537,0
8544,1
8548,0
8549,1
8552,1
8554,0
8563,0
8564,1
8565,0
8566,0
8568,0
8569,0
8573,0
8583,0
8588,0
8590,0
8592,0
8593,0
8594,1
8597,1
8600,1
8601,0
8602,0
8603,0
8604,0
8605,0
8611,0
8614,0
8616,0
8617,0
8619,0
8626,0
8629,0
8630,0
8632,0
8634,0
8641,0
8645,0
8649,0
8652,1
8666,0
8671,0
8672,0
8675,0
8678,1
8679,0
8682,0
8687,0
8701,0
8703,0
8707,0
8713,0
8716,0
8719,0
8725,1
8730,0
8731,0
8748,1
8749,1
8756,1
8764,0
8765,1
8769,0
8771,0
8772,0
8773,0
8779,0
8792,0
8794,0
8796,0
8798,1
8803,0
8807,1
8809,0
8811,0
8813,0
8814,0
8818,0
8819,0
8820,0
8821,1
8822,0
8824,0
8826,1
8827,0
8828,0
8833,0
8834,1
8845,1
8847,0
8849,0
8861,1
8867,0
8868,0
8870,0
8873,1
8874,0
8876,0
8877,0
8879,0
8882,1
8884,0
8889,0
8891,0
8894,0
8895,0
8897,1
8898,0
8901,1
8904,1
8909,0
8910,0
8911,0
8915,0
8917,1
8918,1
8919,0
8922,0
8925,1
8928,1
8929,0
8930,1
8932,1
8937,0
8940,0
8943,0
8950,1
8951,1
8954,0
8958,0
8960,1
8964,0
8975,1
8977,0
8981,0
8982,0
8984,0
8988,0
8990,0
8991,0
8995,0
8997,0
9003,0
9004,1
9010,0
9011,0
9013,0
9014,1
9015,0
9017,0
9019,0
9021,0
9024,0
9032,0
9035,0
9036,0
9037,0
9043,1
9046,0
9048,0
9049,0
9050,0
9056,0
9063,0
9065,1
9066,0
9068,1
9069,0
9070,0
9073,0
9076,0
9091,0
9092,0
9104,0
9105,0
9108,1
9111,0
9115,0
9117,0
9122,0
9125,0
9127,0
9129,0
9133,1
9136,1
9138,1
9140,1
9147,0
9150,0
9152,1
9153,1
9155,1
9158,0
9160,0
9163,0
9165,1
9167,0
9168,1
9170,0
9176,0
9178,0
9184,1
9186,0
9188,0
9189,1
9190,1
9196,1
9198,0
9199,1
9200,0
9201,0
9202,1
9204,0
9205,0
9213,0
9214,0
9224,0
9227,0
9228,0
9229,1
9234,0
9236,0
9241,0
9243,0
9245,0
9256,1
9258,0
9261,0
9274,0
9279,1
9282,0
9284,1
9285,1
9291,0
9295,1
9299,0
9302,0
9304,0
9305,0
9306,0
9310,1
9312,0
9316,0
9318,0
9323,0
9326,0
9327,1
9328,0
9331,0
9335,0
9336,1
9340,0
9349,0
9352,0
9353,0
9354,1
9356,1
9357,0
9358,1
9359,0
9364,1
9366,1
9369,0
9370,0
9379,1
9381,1
9383,0
9389,0
9390,1
9392,1
9394,1
9398,1
9399,0
9400,0
9407,0
9409,0
9412,1
9413,0
9415,0
9419,0
9423,0
9424,0
9426,1
9427,0
9428,1
9429,0
9433,1
9437,1
9440,0
9442,1
9443,0
9444,1
9447,1
9459,1
9461,0
9462,1
9464,1
9473,1
9475,1
9476,1
